@RELATION appendixE_666_pointO_pulse_only

@ATTRIBUTE omega_m_MHz NUMERIC
@ATTRIBUTE omega_a_MHz NUMERIC
@ATTRIBUTE sigma_ns NUMERIC
@ATTRIBUTE T_active_ns NUMERIC
@ATTRIBUTE T_total_ns NUMERIC
@ATTRIBUTE omega_r_MHz NUMERIC
@ATTRIBUTE omega_p_MHz NUMERIC
@ATTRIBUTE g_qr_MHz NUMERIC
@ATTRIBUTE J_MHz NUMERIC
@ATTRIBUTE detuning_MHz NUMERIC
@ATTRIBUTE leakage_final NUMERIC
@ATTRIBUTE min_leakage NUMERIC
@ATTRIBUTE min_leakage_time_ns NUMERIC

@DATA
563,128,4,30,46,7129,7111,120,28.8,-2,0.01873486731,0.01873486731,46
563,128,5,30,50,7129,7111,120,28.8,-2,0.02200944939,0.02200944939,50
563,128,6,30,54,7129,7111,120,28.8,-2,0.02623513491,0.02623513491,54
563,128,4,32,48,7129,7111,120,28.8,-2,0.0102935616,0.0102935616,48
563,128,5,32,52,7129,7111,120,28.8,-2,0.01180985192,0.01180985192,52
563,128,6,32,56,7129,7111,120,28.8,-2,0.01398499291,0.01398499291,56
563,128,4,34.5,50.5,7129,7111,120,28.8,-2,0.01013345552,0.008745524556,42.82911392
563,128,5,34.5,54.5,7129,7111,120,28.8,-2,0.00986709369,0.009119501213,46.22151899
563,128,6,34.5,58.5,7129,7111,120,28.8,-2,0.009899864955,0.00965003548,51.09493671
563,128,4,37,53,7129,7111,120,28.8,-2,0.01793924265,0.008642074301,40.92405063
563,128,5,37,57,7129,7111,120,28.8,-2,0.01640238815,0.00887285899,44.01265823
563,128,6,37,61,7129,7111,120,28.8,-2,0.01484484256,0.009224423764,47.10126582
563,128,4,40,56,7129,7111,120,28.8,-2,0.03280040112,0.008607250042,41.11392405
563,128,5,40,60,7129,7111,120,28.8,-2,0.03040724852,0.008787786649,43.29113924
563,128,6,40,64,7129,7111,120,28.8,-2,0.0276923144,0.009126575966,46.17721519
564,128,4,30,46,7129,7111,120,28.8,0,0.01068512285,0.01068512285,46
564,128,5,30,50,7129,7111,120,28.8,0,0.01357508175,0.01357508175,50
564,128,6,30,54,7129,7111,120,28.8,0,0.0173489394,0.0173489394,54
564,128,4,32,48,7129,7111,120,28.8,0,0.001748647731,0.001748647731,48
564,128,5,32,52,7129,7111,120,28.8,0,0.002902481459,0.002902481459,52
564,128,6,32,56,7129,7111,120,28.8,0,0.004650879331,0.004650879331,56
564,128,4,34.5,50.5,7129,7111,120,28.8,0,0.001201283691,0.0002005700065,42.82911392
564,128,6,34.5,58.5,7129,7111,120,28.8,0,0.0002387661602,0.0002002418681,53.3164557
564,128,4,37,53,7129,7111,120,28.8,0,0.008894734697,0.0002284653511,41.59493671
564,128,5,37,57,7129,7111,120,28.8,0,0.007047937411,0.0002042621346,44.01265823
564,128,6,37,61,7129,7111,120,28.8,0,0.00512787433,0.000204121746,47.10126582
564,128,4,40,56,7129,7111,120,28.8,0,0.02397711662,0.0002098413465,41.11392405
564,128,5,40,60,7129,7111,120,28.8,0,0.02129998482,0.0002048725927,43.29113924
564,128,6,40,64,7129,7111,120,28.8,0,0.0182558742,0.0002273241149,46.17721519
565,128,4,30,46,7129,7111,120,28.8,2,0.01873486731,0.01873486731,46
565,128,5,30,50,7129,7111,120,28.8,2,0.02200944939,0.02200944939,50
565,128,6,30,54,7129,7111,120,28.8,2,0.02623513491,0.02623513491,54
565,128,4,32,48,7129,7111,120,28.8,2,0.0102935616,0.0102935616,48
565,128,5,32,52,7129,7111,120,28.8,2,0.01180985192,0.01180985192,52
565,128,6,32,56,7129,7111,120,28.8,2,0.01398499291,0.01398499291,56
565,128,4,34.5,50.5,7129,7111,120,28.8,2,0.01013345552,0.008745524556,42.82911392
565,128,5,34.5,54.5,7129,7111,120,28.8,2,0.00986709369,0.009119501213,46.22151899
565,128,6,34.5,58.5,7129,7111,120,28.8,2,0.009899864955,0.00965003548,51.09493671
565,128,4,37,53,7129,7111,120,28.8,2,0.01793924265,0.008642074301,40.92405063
565,128,5,37,57,7129,7111,120,28.8,2,0.01640238815,0.00887285899,44.01265823
565,128,6,37,61,7129,7111,120,28.8,2,0.01484484256,0.009224423764,47.10126582
565,128,4,40,56,7129,7111,120,28.8,2,0.03280040112,0.008607250042,41.11392405
565,128,5,40,60,7129,7111,120,28.8,2,0.03040724852,0.008787786649,43.29113924
565,128,6,40,64,7129,7111,120,28.8,2,0.0276923144,0.009126575966,46.17721519
566,128,4,30,46,7129,7111,120,28.8,4,0.04239600405,0.04239600405,46
566,128,5,30,50,7129,7111,120,28.8,4,0.0467659712,0.0467659712,50
566,128,6,30,54,7129,7111,120,28.8,4,0.05227424183,0.05227424183,54
566,128,4,32,48,7129,7111,120,28.8,4,0.03535486801,0.03534364642,46.17721519
566,128,5,32,52,7129,7111,120,28.8,4,0.03790054499,0.03789845923,51.34177215
566,128,6,32,56,7129,7111,120,28.8,4,0.04128368395,0.04128368395,56
566,128,4,34.5,50.5,7129,7111,120,28.8,4,0.03625437411,0.03348905007,41.55063291
566,128,5,34.5,54.5,7129,7111,120,28.8,4,0.03693823432,0.03489241252,44.84177215
566,128,6,34.5,58.5,7129,7111,120,28.8,4,0.03808357266,0.03674565524,48.87341772
566,128,4,37,53,7129,7111,120,28.8,4,0.04430806727,0.03310646952,40.92405063
566,128,5,37,57,7129,7111,120,28.8,4,0.04365060779,0.03412064322,43.29113924
566,128,6,37,61,7129,7111,120,28.8,4,0.04311689873,0.03542682283,46.32911392
566,128,4,40,56,7129,7111,120,28.8,4,0.05842674892,0.03299887518,40.40506329
566,128,5,40,60,7129,7111,120,28.8,4,0.05684345876,0.03392809368,42.53164557
566,128,6,40,64,7129,7111,120,28.8,4,0.05506251016,0.03488062261,45.36708861
564,132,4,30,46,7129,7111,120,28.8,-4,0.0326270651,0.03258871537,43.08860759
564,132,5,30,50,7129,7111,120,28.8,-4,0.0352040005,0.03519410648,48.10126582
564,132,6,30,54,7129,7111,120,28.8,-4,0.03869541758,0.03869541758,54
564,132,4,32,48,7129,7111,120,28.8,-4,0.03385519804,0.03105965427,39.49367089
564,132,5,32,52,7129,7111,120,28.8,-4,0.03460934868,0.03263948101,42.78481013
564,132,6,32,56,7129,7111,120,28.8,-4,0.03593036474,0.03471967184,46.78481013
