@RELATION appendixE_04_explore

@ATTRIBUTE omega_m_MHz NUMERIC
@ATTRIBUTE omega_a_MHz NUMERIC
@ATTRIBUTE sigma_ns NUMERIC
@ATTRIBUTE T_active_ns NUMERIC
@ATTRIBUTE T_total_ns NUMERIC
@ATTRIBUTE omega_r_MHz NUMERIC
@ATTRIBUTE omega_p_MHz NUMERIC
@ATTRIBUTE g_qr_MHz NUMERIC
@ATTRIBUTE J_MHz NUMERIC
@ATTRIBUTE detuning_MHz NUMERIC
@ATTRIBUTE leakage_final NUMERIC
@ATTRIBUTE min_leakage NUMERIC
@ATTRIBUTE min_leakage_time_ns NUMERIC

@DATA
572.4635886,135.7214887,3.354279176,38.70621414,52.12333085,7129,7111,120,28.8,9.20568848,0.190705931,0.1330353567,32.97598482
554.9430747,114.4669369,4.889285169,49.25387424,68.81101492,7129,7111,120,28.8,-4.580787503,0.06121878042,0.05674063672,54.76795065
585.2468726,138.2677197,3.86382469,30.51996938,45.97526814,7129,7111,120,28.8,32.22602558,0.6896686833,0.6869134678,40.34564347
530.8216168,152.6478335,7.765588598,33.96739812,65.02975251,7129,7111,120,28.8,-91.00459982,0.940461924,0.934862807,43.79554761
566.31775,123.3968257,5.216278676,35.1749048,56.0400195,7129,7111,120,28.8,9.238674378,0.1848856889,0.1796772147,44.60328083
583.1585011,125.4391516,4.381467709,26.66182087,44.18769171,7129,7111,120,28.8,40.87785055,0.8569177397,0.8509442398,23.44653029
527.946943,126.0722324,5.236883662,35.84145315,56.7889878,7129,7111,120,28.8,-70.17834639,0.9368416357,0.9294959279,42.88148058
529.8140603,147.0602707,4.984387081,43.85556751,63.79311584,7129,7111,120,28.8,-87.43215018,0.9151364313,0.9064585109,49.47221228
595.2598548,120.2953192,6.591959268,23.16820104,49.53603811,7129,7111,120,28.8,70.22439031,0.9703371502,0.9650598219,32.35006571
588.9730888,123.1167145,5.63269775,40.84062042,63.37141142,7129,7111,120,28.8,54.82946319,0.8939392164,0.885511233,49.1451762
580.7729566,159.4016108,5.730244907,45.69124895,68.61222858,7129,7111,120,28.8,2.144302513,0.06374447747,0.006218616456,32.20573994
520.9373612,125.8126294,4.362375763,38.6523488,56.10185185,7129,7111,120,28.8,-83.93790707,0.9501382593,0.9440585743,43.50755858
574.6421922,156.8948668,4.41853428,49.80981727,67.4839544,7129,7111,120,28.8,-7.610482451,0.05069193699,0.05069193699,67.4839544
540.5023296,124.0093876,5.764597947,31.63354864,54.69194043,7129,7111,120,28.8,-43.00472835,0.8657409142,0.8550821627,42.41415788
584.150393,106.6938486,6.457303604,49.2212247,75.05043912,7129,7111,120,28.8,61.60693735,0.937908842,0.9333406054,58.20238135
601.9486408,108.2105299,6.985917583,29.0865368,57.03020714,7129,7111,120,28.8,95.68675177,0.9856618221,0.9837409095,37.24421691
576.7129718,128.7566479,4.574733222,25.01147976,43.31041264,7129,7111,120,28.8,24.66929567,0.6440086672,0.6132834217,30.05212306
534.8225896,150.2248677,5.453597856,34.25562984,56.07002126,7129,7111,120,28.8,-80.57968857,0.9206957464,0.910621816,41.19430133
570.3036063,154.1816907,5.122022626,49.35058915,69.83867965,7129,7111,120,28.8,-13.5744782,0.1325312107,0.131761179,64.13756295
585.3840177,121.1527,4.169785152,43.20212575,59.88126636,7129,7111,120,28.8,49.61533537,0.8591211323,0.8520325658,50.10473308
594.5339639,145.0751156,5.423638886,28.22030558,49.91486112,7129,7111,120,28.8,43.99281225,0.8167675624,0.8026516582,38.70948414
601.9201942,137.9190609,4.549101135,22.56449712,40.76090166,7129,7111,120,28.8,65.92132757,0.938228573,0.9265993494,29.11492976
603.962561,111.0998262,3.030284364,23.50809737,35.62923483,7129,7111,120,28.8,96.82529568,0.9842382399,0.9809190152,23.99519896
600.2656385,105.899945,4.916581974,41.36510688,61.03143477,7129,7111,120,28.8,94.63133196,0.9773501408,0.9748022783,46.08496095
559.0603807,142.352507,6.661913601,34.91432422,61.56197862,7129,7111,120,28.8,-24.23174566,0.5552959379,0.5511920214,51.51104334
547.6132786,132.5106641,3.00970308,38.61262666,50.65143898,7129,7111,120,28.8,-37.28410693,0.6940683142,0.683590438,43.41551913
544.7647264,115.9378565,7.393991279,32.13181375,61.70777887,7129,7111,120,28.8,-26.40840374,0.7608513649,0.7476060317,41.55830006
576.7332911,106.141228,5.6922028,23.61193497,46.38074617,7129,7111,120,28.8,47.32535427,0.9507650088,0.9440260265,28.3963752
575.0086926,120.9346668,4.398596219,49.61227333,67.20665821,7129,7111,120,28.8,29.08271848,0.6228764174,0.6145310798,57.60570703
565.3790816,147.9380536,7.577647095,22.97274084,53.28332922,7129,7111,120,28.8,-17.17989031,0.4345018153,0.4051248779,36.97210599
602.3349328,113.4723571,5.543588292,26.76579946,48.94015263,7129,7111,120,28.8,91.19750852,0.9816929604,0.9785618692,32.95969463
585.7207797,134.205422,6.017080084,23.28462332,47.35294366,7129,7111,120,28.8,37.23613745,0.8404296615,0.8135809152,28.99159816
556.6378513,102.2037767,3.081304266,24.3542425,36.67945956,7129,7111,120,28.8,11.07192582,0.5269511809,0.5269511809,36.67945956
559.460599,138.5538684,3.42759774,46.54072294,60.2511139,7129,7111,120,28.8,-19.63267041,0.3177915759,0.3172961057,56.56227019
599.4854482,122.1092126,6.046197583,39.38709695,63.57188728,7129,7111,120,28.8,76.86168379,0.9490677668,0.9438258493,46.70587637
580.4795174,125.4418359,4.217663271,29.20795835,46.07861143,7129,7111,120,28.8,35.51719893,0.8005229492,0.7968177751,38.55557283
538.3363566,152.4945209,4.930239323,42.85215691,62.5731142,7129,7111,120,28.8,-75.82180765,0.8799709116,0.868441555,48.52608856
552.9382157,119.800091,7.545887,27.78113447,57.96468247,7129,7111,120,28.8,-13.92365963,0.4473057185,0.441459786,46.13515544
599.8058243,114.4707433,4.376175627,31.25693175,48.76163426,7129,7111,120,28.8,85.14090527,0.9721355631,0.9677280172,36.82000954
548.9019203,152.9193357,7.984891198,44.99586398,76.93542877,7129,7111,120,28.8,-55.11549523,0.8014012686,0.78935053,56.52398849
540.3109549,150.8002149,4.085321931,43.07213559,59.41342331,7129,7111,120,28.8,-70.178305,0.8601896354,0.8473432109,47.28823488
540.208852,149.6037755,4.029912472,28.81959672,44.93924661,7129,7111,120,28.8,-69.18607158,0.9048892008,0.8895871119,31.18233438
557.9080309,108.2566754,5.514563969,39.58866337,61.64691925,7129,7111,120,28.8,7.55938646,0.1983559663,0.1983356666,59.13071846
537.2975644,103.3212079,3.58535848,29.56026333,43.90169725,7129,7111,120,28.8,-28.72607904,0.8222758389,0.8132961974,29.56644917
604.2645454,111.1471184,4.866716022,25.88913637,45.35600046,7129,7111,120,28.8,97.38197235,0.98509672,0.98226176,30.54587786
607.5615561,139.9864981,6.972062624,40.14986859,68.03811908,7129,7111,120,28.8,75.13661416,0.9181373254,0.9110742774,48.59865649
556.2967525,122.68969,4.510664123,44.57419187,62.61684836,7129,7111,120,28.8,-10.09618504,0.2156078555,0.2023376896,43.44842539
564.0455209,148.2003406,7.30966517,40.26156927,69.50022995,7129,7111,120,28.8,-20.10929871,0.3972498722,0.3941358942,60.98999771
544.1899423,141.1336731,4.207825935,28.37640484,45.20770859,7129,7111,120,28.8,-52.75378848,0.8618868669,0.8438489877,35.05903931
592.0222798,154.7506436,7.496302823,45.03669257,75.02190386,7129,7111,120,28.8,29.29391606,0.5070184314,0.4868386217,56.64919271
559.2450686,148.295105,6.828086289,26.66611845,53.9784636,7129,7111,120,28.8,-29.80496786,0.6953835015,0.6637206361,31.94643764
523.8486298,139.3465009,7.828873285,46.62458065,77.94007379,7129,7111,120,28.8,-91.64924134,0.9355969073,0.9314813788,57.26209503
589.1839117,109.8973852,7.118244191,23.17616879,51.64914556,7129,7111,120,28.8,68.47043818,0.978105045,0.9744172474,32.67599005
557.8090786,133.9666318,6.093737868,46.81827761,71.19322909,7129,7111,120,28.8,-18.34847458,0.3631111222,0.3616267604,63.92861387
539.00384,143.3772615,5.773548213,37.72883978,60.82303263,7129,7111,120,28.8,-65.3695815,0.8887578373,0.877542016,45.92759607
531.8669895,100.6833362,4.797402925,26.98440848,46.17402017,7129,7111,120,28.8,-36.9493573,0.913932952,0.9059873588,28.26980827
580.8500635,114.2357924,7.806496858,34.82569377,66.0516812,7129,7111,120,28.8,47.46433456,0.9166355827,0.9090985707,47.17977229
588.5267058,138.7640979,6.364793424,40.39635968,65.85553338,7129,7111,120,28.8,38.28931368,0.7320053919,0.7129169477,49.72764765
598.2925374,100.0703654,3.80631862,27.05381862,42.2790931,7129,7111,120,28.8,96.51470945,0.988273846,0.9859948906,31.06219085
572.8179158,130.5885958,6.777868915,30.20187463,57.31335029,7129,7111,120,28.8,15.04723569,0.3882070027,0.3671794191,40.93810735
576.5412297,156.7106236,7.220706977,35.3564449,64.23927281,7129,7111,120,28.8,-3.628164255,0.1500441904,0.0202943171,36.70815589
521.0899143,104.268809,6.20127405,33.93183202,58.73692822,7129,7111,120,28.8,-62.08898033,0.9622478327,0.9577578339,41.95494873
549.3389538,126.4286211,3.891482216,35.26299069,50.82891955,7129,7111,120,28.8,-27.75071357,0.6570096144,0.6552968752,45.64229511
600.3477787,115.2877144,3.893697203,49.09497047,64.66975928,7129,7111,120,28.8,85.40784303,0.9531241616,0.9484740484,52.79164023
554.5270719,151.6170025,6.864284476,38.25992524,65.71706315,7129,7111,120,28.8,-42.56285863,0.7404816949,0.7199434541,48.28192395
593.0793218,127.9559005,7.153957877,27.64218613,56.25801764,7129,7111,120,28.8,58.20274304,0.9360545566,0.9277164124,37.8880527
522.88746,154.3606327,3.027615803,35.54295561,47.65341882,7129,7111,120,28.8,-108.5857128,0.9429353469,0.9332010411,37.92823131
558.0402601,118.0800311,5.395051288,35.11323974,56.69344489,7129,7111,120,28.8,-1.999510846,0.03259168934,0.03259168934,56.69344489
602.6378831,154.4705222,4.731019473,30.05310096,48.97717886,7129,7111,120,28.8,50.80524393,0.8137035956,0.7884543068,36.98276771
537.8576857,139.2399017,5.002395294,42.1027912,62.11237237,7129,7111,120,28.8,-63.52453029,0.8753536598,0.8626694145,48.16877858
589.4643461,100.3413869,6.669202481,32.84336772,59.52017765,7129,7111,120,28.8,78.58730531,0.9807965543,0.9785537541,41.2997151
568.6037728,114.8703286,4.478207562,44.99040006,62.90323031,7129,7111,120,28.8,22.33721705,0.5799833526,0.5787389972,57.76827273
547.6057907,135.4366157,7.038407766,39.01247453,67.16610559,7129,7111,120,28.8,-40.2250343,0.7817132041,0.7653152707,49.34652656
557.2604537,107.9177374,5.448669807,48.45278563,70.24746486,7129,7111,120,28.8,6.603170021,0.1327817551,0.1325865713,64.51297793
560.366574,119.2399274,7.883971688,33.93231647,65.46820322,7129,7111,120,28.8,1.493220505,0.04449276222,0.04449276222,65.46820322
528.7268878,149.6264897,4.969076727,27.14653533,47.02284224,7129,7111,120,28.8,-92.1727141,0.9522236843,0.9439918311,32.62809461
569.7355494,153.0391636,4.092728175,24.58095526,40.95186796,7129,7111,120,28.8,-13.56806483,0.2480856687,0.2027816263,28.41558185
