@RELATION appendixE_07_omega_a_sweep

@ATTRIBUTE omega_m_MHz NUMERIC
@ATTRIBUTE omega_a_MHz NUMERIC
@ATTRIBUTE sigma_ns NUMERIC
@ATTRIBUTE T_active_ns NUMERIC
@ATTRIBUTE T_total_ns NUMERIC
@ATTRIBUTE omega_r_MHz NUMERIC
@ATTRIBUTE omega_p_MHz NUMERIC
@ATTRIBUTE g_qr_MHz NUMERIC
@ATTRIBUTE J_MHz NUMERIC
@ATTRIBUTE detuning_MHz NUMERIC
@ATTRIBUTE leakage_final NUMERIC
@ATTRIBUTE min_leakage NUMERIC
@ATTRIBUTE min_leakage_time_ns NUMERIC

@DATA
565,130,4,34.5,50.5,7129,7111,120,28.8,0,0.004638903357,0.0002730278581,40.19387755
566,132,4,34.5,50.5,7129,7111,120,28.8,0,0.01033993616,0.0002092389277,39.16326531
567,134,4,34.5,50.5,7129,7111,120,28.8,0,0.01807962524,0.0003115949298,38.13265306
568,136,4,34.5,50.5,7129,7111,120,28.8,0,0.02760263064,0.0004031698375,37.10204082
569,138,4,34.5,50.5,7129,7111,120,28.8,0,0.03862727836,0.0004052252796,36.07142857
570,140,4,34.5,50.5,7129,7111,120,28.8,0,0.05085051905,0.000320262606,35.04081633
571,142,4,34.5,50.5,7129,7111,120,28.8,0,0.06395387667,0.000218455051,34.01020408
572,144,4,34.5,50.5,7129,7111,120,28.8,0,0.0776094524,0.0002314571763,32.97959184
573,146,4,34.5,50.5,7129,7111,120,28.8,0,0.09148652599,0.0005540104688,31.94897959
574,148,4,34.5,50.5,7129,7111,120,28.8,0,0.1052568142,0.0003608523468,31.94897959
575,150,4,34.5,50.5,7129,7111,120,28.8,0,0.1186051749,0.0002196265755,30.91836735
555,110,5,34.5,54.5,7129,7111,120,28.8,0,0.09639794881,0.09639794881,54.5
556,112,5,34.5,54.5,7129,7111,120,28.8,0,0.07508511676,0.07508511676,54.5
557,114,5,34.5,54.5,7129,7111,120,28.8,0,0.0562781958,0.0562781958,54.5
558,116,5,34.5,54.5,7129,7111,120,28.8,0,0.04009898272,0.04009898272,54.5
559,118,5,34.5,54.5,7129,7111,120,28.8,0,0.02663548844,0.02663548844,54.5
560,120,5,34.5,54.5,7129,7111,120,28.8,0,0.0159417071,0.0159417071,54.5
561,122,5,34.5,54.5,7129,7111,120,28.8,0,0.008033691676,0.008033691676,54.5
562,124,5,34.5,54.5,7129,7111,120,28.8,0,0.002889153086,0.002889153086,54.5
563,126,5,34.5,54.5,7129,7111,120,28.8,0,0.0004448891862,0.0004448891862,54.5
564,128,5,34.5,54.5,7129,7111,120,28.8,0,0.000599796535,0.0002034005173,46.71428571
565,130,5,34.5,54.5,7129,7111,120,28.8,0,0.003213446045,0.0002359241368,43.37755102
566,132,5,34.5,54.5,7129,7111,120,28.8,0,0.008108727811,0.0002795025753,42.26530612
567,134,5,34.5,54.5,7129,7111,120,28.8,0,0.01507452042,0.0002699715868,40.04081633
568,136,5,34.5,54.5,7129,7111,120,28.8,0,0.02386896801,0.0002351141081,38.92857143
569,138,5,34.5,54.5,7129,7111,120,28.8,0,0.0342237093,0.000259468426,37.81632653
570,140,5,34.5,54.5,7129,7111,120,28.8,0,0.04584785935,0.0003856212131,36.70408163
571,142,5,34.5,54.5,7129,7111,120,28.8,0,0.05843468874,0.0005681846573,36.70408163
572,144,5,34.5,54.5,7129,7111,120,28.8,0,0.07166623852,0.000275786704,35.59183673
573,146,5,34.5,54.5,7129,7111,120,28.8,0,0.08522132143,0.0002344688839,34.47959184
574,148,5,34.5,54.5,7129,7111,120,28.8,0,0.09877951279,0.0008009394618,33.36734694
575,150,5,34.5,54.5,7129,7111,120,28.8,0,0.1120283092,0.0002406733565,33.36734694
555,110,6,34.5,58.5,7129,7111,120,28.8,0,0.1032279927,0.1032279927,58.5
556,112,6,34.5,58.5,7129,7111,120,28.8,0,0.08136954467,0.08136954467,58.5
557,114,6,34.5,58.5,7129,7111,120,28.8,0,0.06193670501,0.06193670501,58.5
558,116,6,34.5,58.5,7129,7111,120,28.8,0,0.04505787416,0.04505787416,58.5
559,118,6,34.5,58.5,7129,7111,120,28.8,0,0.03082699212,0.03082699212,58.5
560,120,6,34.5,58.5,7129,7111,120,28.8,0,0.01930484625,0.01930484625,58.5
561,122,6,34.5,58.5,7129,7111,120,28.8,0,0.01051642248,0.01051642248,58.5
562,124,6,34.5,58.5,7129,7111,120,28.8,0,0.004449450633,0.004449450633,58.5
563,126,6,34.5,58.5,7129,7111,120,28.8,0,0.001053511482,0.001053511482,58.5
564,128,6,34.5,58.5,7129,7111,120,28.8,0,0.0002387660683,0.0002020380472,53.7244898
565,130,6,34.5,58.5,7129,7111,120,28.8,0,0.001879635136,0.0002116499506,47.75510204
566,132,6,34.5,58.5,7129,7111,120,28.8,0,0.005813517782,0.0002444935623,45.36734694
567,134,6,34.5,58.5,7129,7111,120,28.8,0,0.01184428085,0.0002290588854,42.97959184
568,136,6,34.5,58.5,7129,7111,120,28.8,0,0.01974453836,0.0002008663444,41.78571429
569,138,6,34.5,58.5,7129,7111,120,28.8,0,0.02926074708,0.0002007628434,40.59183673
